Breaker Rating,Load,Length,Hot Wire Size,Ground Wire Size,Poles,Voltage,Load Percent,Baseline Hot Wire Size,Hot Upsize Steps,Test Point Type,Status / Notes,Configuration,Hot Wire Quantity,Ground Wire Quantity,Parallel Sets,Wire Material,Wire Temperature,Base Ampacity,Voltage Drop %
20,20.0,1325,#4,#4,3,480.0,100,#12,4,Coarse,OK - HIGH: Circuit load current (20.0A) is within 100.0% of User-specified breaker rating (20A),480 V / 3 pole,3,1,1,CU,75 C,85,2.917902179638287
20,20.0,1350,#4,#4,3,480.0,100,#12,4,Coarse,OK - HIGH: Circuit load current (20.0A) is within 100.0% of User-specified breaker rating (20A),480 V / 3 pole,3,1,1,CU,75 C,85,2.97295693774467
20,20.0,1375,#3,#3,3,480.0,100,#12,5,Coarse,OK - HIGH: Circuit load current (20.0A) is within 100.0% of User-specified breaker rating (20A),480 V / 3 pole,3,1,1,CU,75 C,100,2.4878488967535355
25,2.5,1,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.004614421097267943
25,2.5,25,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.11536052743169856
25,2.5,50,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.2307210548633971
25,2.5,75,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.3460815822950957
25,2.5,100,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.4614421097267942
25,2.5,125,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.5768026371584929
25,2.5,150,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.6921631645901914
25,2.5,175,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.80752369202189
25,2.5,200,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.9228842194535885
25,2.5,225,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.0382447468852871
25,2.5,250,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.1536052743169858
25,2.5,275,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.2689658017486842
25,2.5,300,#10,#10,1,120.0,10,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.384326329180383
25,5.0,1,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.009228842194535887
25,5.0,25,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.2307210548633971
25,5.0,50,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.4614421097267942
25,5.0,75,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.6921631645901914
25,5.0,100,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.9228842194535885
25,5.0,125,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.1536052743169858
25,5.0,150,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.384326329180383
25,5.0,175,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.61504738404378
25,5.0,200,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.845768438907177
25,5.0,225,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.0764894937705742
25,5.0,250,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.3072105486339716
25,5.0,275,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.5379316034973685
25,5.0,300,#10,#10,1,120.0,20,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.768652658360766
25,7.5,1,#10,#10,1,120.0,30,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.013843263291803829
25,7.5,25,#10,#10,1,120.0,30,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.34608158229509567
25,7.5,50,#10,#10,1,120.0,30,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.6921631645901913
25,7.5,75,#10,#10,1,120.0,30,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.0382447468852871
25,7.5,100,#10,#10,1,120.0,30,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.3843263291803827
25,7.5,125,#10,#10,1,120.0,30,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.7304079114754785
25,7.5,150,#10,#10,1,120.0,30,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.0764894937705742
25,7.5,175,#10,#10,1,120.0,30,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.4225710760656702
25,7.5,200,#10,#10,1,120.0,30,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.7686526583607654
25,7.5,225,#8,#8,1,120.0,30,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.0540611213116033
25,7.5,250,#8,#8,1,120.0,30,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.2822901347906703
25,7.5,275,#8,#8,1,120.0,30,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.510519148269737
25,7.5,300,#8,#8,1,120.0,30,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.7387481617488043
25,10.0,1,#10,#10,1,120.0,40,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.018457684389071773
25,10.0,25,#10,#10,1,120.0,40,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.4614421097267942
25,10.0,50,#10,#10,1,120.0,40,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.9228842194535885
25,10.0,75,#10,#10,1,120.0,40,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.384326329180383
25,10.0,100,#10,#10,1,120.0,40,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.845768438907177
25,10.0,125,#10,#10,1,120.0,40,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.3072105486339716
25,10.0,150,#10,#10,1,120.0,40,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.768652658360766
25,10.0,175,#8,#8,1,120.0,40,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.1301374591379587
25,10.0,200,#8,#8,1,120.0,40,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.4344428104433815
25,10.0,225,#8,#8,1,120.0,40,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.7387481617488043
25,10.0,250,#6,#6,1,120.0,40,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,1.9537373051610847
25,10.0,275,#6,#6,1,120.0,40,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.149111035677193
25,10.0,300,#6,#6,1,120.0,40,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.3444847661933017
25,12.5,1,#10,#10,1,120.0,50,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.02307210548633971
25,12.5,25,#10,#10,1,120.0,50,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.5768026371584929
25,12.5,50,#10,#10,1,120.0,50,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.1536052743169858
25,12.5,75,#10,#10,1,120.0,50,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.7304079114754782
25,12.5,100,#10,#10,1,120.0,50,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.3072105486339716
25,12.5,125,#10,#10,1,120.0,50,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.8840131857924645
25,12.5,150,#8,#8,1,120.0,50,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.2822901347906703
25,12.5,175,#8,#8,1,120.0,50,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.662671823922449
25,12.5,200,#6,#6,1,120.0,50,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,1.9537373051610845
25,12.5,225,#6,#6,1,120.0,50,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.19795446830622
25,12.5,250,#6,#6,1,120.0,50,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.4421716314513557
25,12.5,275,#6,#6,1,120.0,50,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.686388794596491
25,12.5,300,#6,#6,1,120.0,50,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.930605957741627
25,15.0,1,#10,#10,1,120.0,60,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.027686526583607658
25,15.0,25,#10,#10,1,120.0,60,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.6921631645901913
25,15.0,50,#10,#10,1,120.0,60,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.3843263291803827
25,15.0,75,#10,#10,1,120.0,60,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.0764894937705742
25,15.0,100,#10,#10,1,120.0,60,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.7686526583607654
25,15.0,125,#8,#8,1,120.0,60,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.2822901347906703
25,15.0,150,#8,#8,1,120.0,60,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.7387481617488043
25,15.0,175,#6,#6,1,120.0,60,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.051424170419139
25,15.0,200,#6,#6,1,120.0,60,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.3444847661933013
25,15.0,225,#6,#6,1,120.0,60,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.6375453619674643
25,15.0,250,#6,#6,1,120.0,60,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.930605957741627
25,15.0,275,#4,#4,1,120.0,60,#10,3,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,85,2.0979295814210532
25,15.0,300,#4,#4,1,120.0,60,#10,3,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,85,2.2886504524593305
25,17.5,1,#10,#10,1,120.0,70,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.032300947680875595
25,17.5,25,#10,#10,1,120.0,70,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.8075236920218899
25,17.5,50,#10,#10,1,120.0,70,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.6150473840437798
25,17.5,75,#10,#10,1,120.0,70,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.42257107606567
25,17.5,100,#8,#8,1,120.0,70,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.1301374591379587
25,17.5,125,#8,#8,1,120.0,70,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.662671823922448
25,17.5,150,#6,#6,1,120.0,70,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.0514241704191383
25,17.5,175,#6,#6,1,120.0,70,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.3933281988223287
25,17.5,200,#6,#6,1,120.0,70,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.7352322272255183
25,17.5,225,#4,#4,1,120.0,70,#10,3,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,85,2.0025691459019135
25,17.5,250,#4,#4,1,120.0,70,#10,3,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,85,2.2250768287799048
25,17.5,275,#4,#4,1,120.0,70,#10,3,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,85,2.447584511657895
25,17.5,300,#4,#4,1,120.0,70,#10,3,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,85,2.6700921945358855
25,20.0,1,#10,#10,1,120.0,80,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.03691536877814355
25,20.0,25,#10,#10,1,120.0,80,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,0.9228842194535885
25,20.0,50,#10,#10,1,120.0,80,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,1.845768438907177
25,20.0,75,#10,#10,1,120.0,80,#10,0,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,35,2.768652658360766
25,20.0,100,#8,#8,1,120.0,80,#10,1,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,50,2.4344428104433815
25,20.0,125,#6,#6,1,120.0,80,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,1.9537373051610847
25,20.0,150,#6,#6,1,120.0,80,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.3444847661933017
25,20.0,175,#6,#6,1,120.0,80,#10,2,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,65,2.7352322272255187
25,20.0,200,#4,#4,1,120.0,80,#10,3,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,85,2.034355957741627
25,20.0,225,#4,#4,1,120.0,80,#10,3,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,85,2.28865045245933
25,20.0,250,#4,#4,1,120.0,80,#10,3,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,85,2.542944947177034
25,20.0,275,#4,#4,1,120.0,80,#10,3,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,85,2.797239441894737
25,20.0,300,#3,#3,1,120.0,80,#10,4,Coarse,OK,120 V / 1 pole,1,1,1,CU,75 C,100,2.5071750376688993
25,22.5,1,#10,#10,1,120.0,90,#10,0,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,35,0.041529789875411484
25,22.5,25,#10,#10,1,120.0,90,#10,0,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,35,1.0382447468852871
25,22.5,50,#10,#10,1,120.0,90,#10,0,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,35,2.0764894937705742
25,22.5,75,#8,#8,1,120.0,90,#10,1,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,50,2.0540611213116033
25,22.5,100,#8,#8,1,120.0,90,#10,1,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,50,2.7387481617488043
25,22.5,125,#6,#6,1,120.0,90,#10,2,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,65,2.19795446830622
25,22.5,150,#6,#6,1,120.0,90,#10,2,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,65,2.6375453619674643
25,22.5,175,#4,#4,1,120.0,90,#10,3,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,85,2.0025691459019135
25,22.5,200,#4,#4,1,120.0,90,#10,3,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,85,2.28865045245933
25,22.5,225,#4,#4,1,120.0,90,#10,3,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,85,2.574731759016747
25,22.5,250,#4,#4,1,120.0,90,#10,3,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,85,2.860813065574163
25,22.5,275,#3,#3,1,120.0,90,#10,4,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,100,2.5855242575960524
25,22.5,300,#3,#3,1,120.0,90,#10,4,Coarse,OK - HIGH: Circuit load current (22.5A) is within 90.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,100,2.820571917377512
25,25.0,1,#10,#10,1,120.0,100,#10,0,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,35,0.04614421097267942
25,25.0,25,#10,#10,1,120.0,100,#10,0,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,35,1.1536052743169858
25,25.0,50,#10,#10,1,120.0,100,#10,0,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,35,2.3072105486339716
25,25.0,75,#8,#8,1,120.0,100,#10,1,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,50,2.2822901347906703
25,25.0,100,#6,#6,1,120.0,100,#10,2,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,65,1.9537373051610845
25,25.0,125,#6,#6,1,120.0,100,#10,2,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,65,2.4421716314513557
25,25.0,150,#6,#6,1,120.0,100,#10,2,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,65,2.930605957741627
25,25.0,175,#4,#4,1,120.0,100,#10,3,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,85,2.2250768287799048
25,25.0,200,#4,#4,1,120.0,100,#10,3,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,85,2.542944947177034
25,25.0,225,#4,#4,1,120.0,100,#10,3,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,85,2.860813065574163
25,25.0,250,#3,#3,1,120.0,100,#10,4,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,100,2.611640664238437
25,25.0,275,#3,#3,1,120.0,100,#10,4,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,100,2.872804730662281
25,25.0,300,#2,#2,1,120.0,100,#10,5,Coarse,OK - HIGH: Circuit load current (25.0A) is within 100.0% of User-specified breaker rating (25A),120 V / 1 pole,1,1,1,CU,75 C,115,2.560571549727273
25,2.5,1,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.0019990271901521774
25,2.5,25,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.04997567975380444
25,2.5,50,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.09995135950760888
25,2.5,75,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.14992703926141332
25,2.5,100,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.19990271901521775
25,2.5,125,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.24987839876902218
25,2.5,150,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.29985407852282664
25,2.5,175,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.3498297582766311
25,2.5,200,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.3998054380304355
25,2.5,225,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.44978111778423996
25,2.5,250,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.49975679753804436
25,2.5,275,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.5497324772918487
25,2.5,300,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.5997081570456533
25,2.5,325,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.6496838367994577
25,2.5,350,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.6996595165532622
25,2.5,375,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.7496351963070665
25,2.5,400,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.799610876060871
25,2.5,425,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.8495865558146755
25,2.5,450,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.8995622355684799
25,2.5,475,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.9495379153222843
25,2.5,500,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.9995135950760887
25,2.5,525,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.0494892748298932
25,2.5,550,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.0994649545836974
25,2.5,575,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.149440634337502
25,2.5,600,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.1994163140913066
25,2.5,625,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.249391993845111
25,2.5,650,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.2993676735989155
25,2.5,675,#10,#10,1,277.0,10,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.34934335335272
25,5.0,1,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.003998054380304355
25,5.0,25,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.09995135950760888
25,5.0,50,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.19990271901521775
25,5.0,75,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.29985407852282664
25,5.0,100,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.3998054380304355
25,5.0,125,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.49975679753804436
25,5.0,150,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.5997081570456533
25,5.0,175,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.6996595165532622
25,5.0,200,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.799610876060871
25,5.0,225,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.8995622355684799
25,5.0,250,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,0.9995135950760887
25,5.0,275,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.0994649545836974
25,5.0,300,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.1994163140913066
25,5.0,325,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.2993676735989155
25,5.0,350,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.3993190331065244
25,5.0,375,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.499270392614133
25,5.0,400,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.599221752121742
25,5.0,425,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.699173111629351
25,5.0,450,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.7991244711369598
25,5.0,475,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.8990758306445685
25,5.0,500,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,1.9990271901521774
25,5.0,525,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,2.0989785496597864
25,5.0,550,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,2.198929909167395
25,5.0,575,#10,#10,1,277.0,20,#10,0,Coarse,OK,277 V / 1 pole,1,1,1,CU,75 C,35,2.298881268675004
